entry,at,order
"""Nate Higgers @ s9p1qZMXYl"" bets 75",2025-12-09T03:38:39.560Z,176525151956000
"River: Q♣, Q♦, 2♦, 3♥ [10♥]",2025-12-09T03:38:34.030Z,176525151403000
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:38:33.147Z,176525151314700
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:38:32.274Z,176525151227400
"Turn: Q♣, Q♦, 2♦ [3♥]",2025-12-09T03:38:29.524Z,176525150952400
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:38:28.717Z,176525150871700
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:38:22.430Z,176525150243000
"Flop:  [Q♣, Q♦, 2♦]",2025-12-09T03:38:20.697Z,176525150069700
"""Nate Higgers @ s9p1qZMXYl"" calls 70",2025-12-09T03:38:19.894Z,176525149989400
"""failing235 @ -b3KrGCTsz"" raises to 70",2025-12-09T03:38:17.880Z,176525149788000
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 20",2025-12-09T03:38:14.233Z,176525149423305
"""failing235 @ -b3KrGCTsz"" posts a small blind of 10",2025-12-09T03:38:14.233Z,176525149423304
"Your hand is 3♠, 7♠",2025-12-09T03:38:14.233Z,176525149423303
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (3320) | #2 ""Nate Higgers @ s9p1qZMXYl"" (4680)",2025-12-09T03:38:14.233Z,176525149423301
"-- starting hand #16 (id: ra7n0bokpfs0)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:38:14.233Z,176525149423300
"-- ending hand #15 --",2025-12-09T03:38:08.209Z,176525148820902
"""failing235 @ -b3KrGCTsz"" collected 520 from pot with Straight, 5 High (combination: 5♣, 4♠, 3♥, 2♣, A♣)",2025-12-09T03:38:08.209Z,176525148820901
"""failing235 @ -b3KrGCTsz"" shows a 4♠, A♣.",2025-12-09T03:38:08.209Z,176525148820900
"""Nate Higgers @ s9p1qZMXYl"" calls 150",2025-12-09T03:38:07.332Z,176525148733200
"""failing235 @ -b3KrGCTsz"" bets 150",2025-12-09T03:37:58.833Z,176525147883300
"River: 10♠, 5♣, Q♥, 3♥ [2♣]",2025-12-09T03:37:52.958Z,176525147295800
"""failing235 @ -b3KrGCTsz"" calls 55",2025-12-09T03:37:52.102Z,176525147210200
"""Nate Higgers @ s9p1qZMXYl"" bets 55",2025-12-09T03:37:51.221Z,176525147122100
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:37:47.517Z,176525146751700
"Turn: 10♠, 5♣, Q♥ [3♥]",2025-12-09T03:37:47.214Z,176525146721400
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:37:46.409Z,176525146640900
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:37:44.438Z,176525146443800
"Flop:  [10♠, 5♣, Q♥]",2025-12-09T03:37:42.669Z,176525146266900
"""failing235 @ -b3KrGCTsz"" calls 55",2025-12-09T03:37:41.863Z,176525146186300
"""Nate Higgers @ s9p1qZMXYl"" raises to 55",2025-12-09T03:37:40.654Z,176525146065400
"""failing235 @ -b3KrGCTsz"" posts a big blind of 20",2025-12-09T03:37:35.149Z,176525145514905
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 10",2025-12-09T03:37:35.149Z,176525145514904
"Your hand is A♠, 6♥",2025-12-09T03:37:35.149Z,176525145514903
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (3060) | #2 ""Nate Higgers @ s9p1qZMXYl"" (4940)",2025-12-09T03:37:35.149Z,176525145514901
"-- starting hand #15 (id: osi1etisvkfz)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:37:35.149Z,176525145514900
"""failing235 @ -b3KrGCTsz"" shows a 4♠, 7♥.",2025-12-09T03:37:30.827Z,176525145082700
"Undealt cards:  [7♦, 9♣, 4♥, Q♦, 4♦]",2025-12-09T03:37:29.273Z,176525144927300
"-- ending hand #14 --",2025-12-09T03:37:28.536Z,176525144853602
"""Nate Higgers @ s9p1qZMXYl"" collected 20 from pot",2025-12-09T03:37:28.536Z,176525144853601
"Uncalled bet of 10 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:37:28.536Z,176525144853600
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:37:27.681Z,176525144768100
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 20",2025-12-09T03:37:26.234Z,176525144623405
"""failing235 @ -b3KrGCTsz"" posts a small blind of 10",2025-12-09T03:37:26.234Z,176525144623404
"Your hand is 10♣, 2♦",2025-12-09T03:37:26.234Z,176525144623403
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (3070) | #2 ""Nate Higgers @ s9p1qZMXYl"" (4930)",2025-12-09T03:37:26.234Z,176525144623401
"-- starting hand #14 (id: dvr7n6cpuqxc)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:37:26.234Z,176525144623400
"""Nate Higgers @ s9p1qZMXYl"" shows a 5♠.",2025-12-09T03:37:23.048Z,176525144304800
"""failing235 @ -b3KrGCTsz"" shows a 3♠.",2025-12-09T03:37:22.077Z,176525144207700
"Undealt cards:  [10♦, 8♠, Q♠, 5♣, Q♣]",2025-12-09T03:37:20.152Z,176525144015200
"-- ending hand #13 --",2025-12-09T03:37:18.929Z,176525143892902
"""Nate Higgers @ s9p1qZMXYl"" collected 40 from pot",2025-12-09T03:37:18.929Z,176525143892901
"Uncalled bet of 35 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:37:18.929Z,176525143892900
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:37:18.074Z,176525143807400
"""Nate Higgers @ s9p1qZMXYl"" raises to 55",2025-12-09T03:37:16.657Z,176525143665700
"""failing235 @ -b3KrGCTsz"" posts a big blind of 20",2025-12-09T03:37:13.526Z,176525143352605
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 10",2025-12-09T03:37:13.526Z,176525143352604
"Your hand is 5♠, K♠",2025-12-09T03:37:13.526Z,176525143352603
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (3090) | #2 ""Nate Higgers @ s9p1qZMXYl"" (4910)",2025-12-09T03:37:13.526Z,176525143352601
"-- starting hand #13 (id: 58hzyrshldb0)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:37:13.526Z,176525143352600
"Undealt cards: A♦, K♣, 5♣, 9♦ [J♣]",2025-12-09T03:37:08.270Z,176525142827000
"-- ending hand #12 --",2025-12-09T03:37:07.598Z,176525142759802
"""failing235 @ -b3KrGCTsz"" collected 300 from pot",2025-12-09T03:37:07.598Z,176525142759801
"Uncalled bet of 300 returned to ""failing235 @ -b3KrGCTsz""",2025-12-09T03:37:07.598Z,176525142759800
"""Nate Higgers @ s9p1qZMXYl"" folds",2025-12-09T03:37:06.742Z,176525142674200
"""failing235 @ -b3KrGCTsz"" bets 300",2025-12-09T03:36:59.077Z,176525141907700
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:36:52.057Z,176525141205700
"Turn: A♦, K♣, 5♣ [9♦]",2025-12-09T03:36:50.660Z,176525141066000
"""Nate Higgers @ s9p1qZMXYl"" calls 80",2025-12-09T03:36:49.769Z,176525140976900
"""failing235 @ -b3KrGCTsz"" bets 80",2025-12-09T03:36:47.341Z,176525140734100
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:36:45.441Z,176525140544100
"Flop:  [A♦, K♣, 5♣]",2025-12-09T03:36:42.616Z,176525140261600
"""Nate Higgers @ s9p1qZMXYl"" calls 70",2025-12-09T03:36:41.792Z,176525140179200
"""failing235 @ -b3KrGCTsz"" raises to 70",2025-12-09T03:36:39.735Z,176525139973500
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 20",2025-12-09T03:36:38.011Z,176525139801105
"""failing235 @ -b3KrGCTsz"" posts a small blind of 10",2025-12-09T03:36:38.011Z,176525139801104
"Your hand is 3♥, 5♠",2025-12-09T03:36:38.011Z,176525139801103
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (2940) | #2 ""Nate Higgers @ s9p1qZMXYl"" (5060)",2025-12-09T03:36:38.011Z,176525139801101
"-- starting hand #12 (id: w8cxl6ghangq)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:36:38.011Z,176525139801100
"""failing235 @ -b3KrGCTsz"" shows a 3♠, 6♣.",2025-12-09T03:36:34.029Z,176525139402900
"Undealt cards:  [3♥, 7♠, 9♣, 2♥, 10♦]",2025-12-09T03:36:33.173Z,176525139317300
"""Nate Higgers @ s9p1qZMXYl"" shows a J♥, Q♥.",2025-12-09T03:36:32.430Z,176525139243000
"-- ending hand #11 --",2025-12-09T03:36:30.649Z,176525139064902
"""Nate Higgers @ s9p1qZMXYl"" collected 40 from pot",2025-12-09T03:36:30.649Z,176525139064901
"Uncalled bet of 35 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:36:30.649Z,176525139064900
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:36:29.810Z,176525138981000
"""Nate Higgers @ s9p1qZMXYl"" raises to 55",2025-12-09T03:36:27.628Z,176525138762800
"""failing235 @ -b3KrGCTsz"" posts a big blind of 20",2025-12-09T03:36:24.802Z,176525138480205
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 10",2025-12-09T03:36:24.802Z,176525138480204
"Your hand is J♥, Q♥",2025-12-09T03:36:24.802Z,176525138480203
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (2960) | #2 ""Nate Higgers @ s9p1qZMXYl"" (5040)",2025-12-09T03:36:24.802Z,176525138480201
"-- starting hand #11 (id: qbfoskv7lglk)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:36:24.802Z,176525138480200
"-- ending hand #10 --",2025-12-09T03:36:18.841Z,176525137884102
"""Nate Higgers @ s9p1qZMXYl"" collected 20 from pot",2025-12-09T03:36:18.841Z,176525137884101
"Uncalled bet of 10 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:36:18.841Z,176525137884100
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:36:18.017Z,176525137801700
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 20",2025-12-09T03:36:16.641Z,176525137664105
"""failing235 @ -b3KrGCTsz"" posts a small blind of 10",2025-12-09T03:36:16.641Z,176525137664104
"Your hand is 3♥, 2♦",2025-12-09T03:36:16.641Z,176525137664103
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (2970) | #2 ""Nate Higgers @ s9p1qZMXYl"" (5030)",2025-12-09T03:36:16.641Z,176525137664101
"-- starting hand #10 (id: 5dhdjqswmhwp)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:36:16.641Z,176525137664100
"Undealt cards:  [4♣, 3♣, 2♣, 4♦, 10♠]",2025-12-09T03:36:14.696Z,176525137469600
"""failing235 @ -b3KrGCTsz"" shows a J♦, K♣.",2025-12-09T03:36:11.897Z,176525137189700
"-- ending hand #9 --",2025-12-09T03:36:09.994Z,176525136999402
"""failing235 @ -b3KrGCTsz"" collected 20 from pot",2025-12-09T03:36:09.994Z,176525136999401
"Uncalled bet of 10 returned to ""failing235 @ -b3KrGCTsz""",2025-12-09T03:36:09.994Z,176525136999400
"""Nate Higgers @ s9p1qZMXYl"" folds",2025-12-09T03:36:09.141Z,176525136914100
"""failing235 @ -b3KrGCTsz"" posts a big blind of 20",2025-12-09T03:36:06.899Z,176525136689905
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 10",2025-12-09T03:36:06.899Z,176525136689904
"Your hand is 8♦, 3♠",2025-12-09T03:36:06.899Z,176525136689903
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (2960) | #2 ""Nate Higgers @ s9p1qZMXYl"" (5040)",2025-12-09T03:36:06.899Z,176525136689901
"-- starting hand #9 (id: xw9msh1gz6cg)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:36:06.899Z,176525136689900
"""failing235 @ -b3KrGCTsz"" shows a 3♠, 2♥.",2025-12-09T03:36:03.770Z,176525136377000
"-- ending hand #8 --",2025-12-09T03:36:03.281Z,176525136328102
"""Nate Higgers @ s9p1qZMXYl"" collected 1400 from pot",2025-12-09T03:36:03.281Z,176525136328101
"Uncalled bet of 1000 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:36:03.281Z,176525136328100
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:36:02.467Z,176525136246700
"""Nate Higgers @ s9p1qZMXYl"" bets 1000",2025-12-09T03:36:00.678Z,176525136067800
"River: Q♦, K♥, 9♦, A♥ [A♦]",2025-12-09T03:35:50.780Z,176525135078000
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:35:49.954Z,176525134995400
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:35:44.434Z,176525134443400
"Turn: Q♦, K♥, 9♦ [A♥]",2025-12-09T03:35:42.700Z,176525134270000
"""Nate Higgers @ s9p1qZMXYl"" calls 400",2025-12-09T03:35:41.839Z,176525134183900
"""failing235 @ -b3KrGCTsz"" bets 400",2025-12-09T03:35:39.047Z,176525133904700
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:35:34.286Z,176525133428600
"Flop:  [Q♦, K♥, 9♦]",2025-12-09T03:35:32.091Z,176525133209100
"""Nate Higgers @ s9p1qZMXYl"" calls 300",2025-12-09T03:35:31.243Z,176525133124300
"""failing235 @ -b3KrGCTsz"" raises to 300",2025-12-09T03:35:29.129Z,176525132912900
"""Nate Higgers @ s9p1qZMXYl"" raises to 120",2025-12-09T03:35:24.489Z,176525132448900
"""failing235 @ -b3KrGCTsz"" calls 20",2025-12-09T03:35:20.991Z,176525132099100
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 20",2025-12-09T03:35:19.518Z,176525131951805
"""failing235 @ -b3KrGCTsz"" posts a small blind of 10",2025-12-09T03:35:19.518Z,176525131951804
"Your hand is A♠, 5♥",2025-12-09T03:35:19.518Z,176525131951803
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (3660) | #2 ""Nate Higgers @ s9p1qZMXYl"" (4340)",2025-12-09T03:35:19.518Z,176525131951801
"-- starting hand #8 (id: 9bneyjqnkru4)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:35:19.518Z,176525131951800
"-- ending hand #7 --",2025-12-09T03:35:13.512Z,176525131351202
"""Nate Higgers @ s9p1qZMXYl"" collected 600 from pot with Pair, A's (combination: A♦, A♣, 10♥, 9♠, 6♠)",2025-12-09T03:35:13.512Z,176525131351201
"""Nate Higgers @ s9p1qZMXYl"" shows a 10♥, A♦.",2025-12-09T03:35:13.512Z,176525131351200
"""failing235 @ -b3KrGCTsz"" calls 175",2025-12-09T03:35:12.704Z,176525131270400
"""Nate Higgers @ s9p1qZMXYl"" bets 175",2025-12-09T03:35:11.388Z,176525131138800
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:35:04.998Z,176525130499800
"River: 4♣, 9♠, 6♠, A♣ [2♥]",2025-12-09T03:34:55.405Z,176525129540500
"""Nate Higgers @ s9p1qZMXYl"" calls 70",2025-12-09T03:34:54.588Z,176525129458800
"""failing235 @ -b3KrGCTsz"" bets 70",2025-12-09T03:34:48.143Z,176525128814300
"Turn: 4♣, 9♠, 6♠ [A♣]",2025-12-09T03:34:45.118Z,176525128511800
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:34:44.287Z,176525128428700
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:34:40.406Z,176525128040600
"Flop:  [4♣, 9♠, 6♠]",2025-12-09T03:34:35.562Z,176525127556200
"""failing235 @ -b3KrGCTsz"" calls 55",2025-12-09T03:34:34.707Z,176525127470700
"""Nate Higgers @ s9p1qZMXYl"" raises to 55",2025-12-09T03:34:33.558Z,176525127355800
"""failing235 @ -b3KrGCTsz"" posts a big blind of 20",2025-12-09T03:34:31.031Z,176525127103105
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 10",2025-12-09T03:34:31.031Z,176525127103104
"Your hand is 10♥, A♦",2025-12-09T03:34:31.031Z,176525127103103
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (3960) | #2 ""Nate Higgers @ s9p1qZMXYl"" (4040)",2025-12-09T03:34:31.031Z,176525127103101
"-- starting hand #7 (id: 0ku5deptl2v4)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:34:31.031Z,176525127103100
"""failing235 @ -b3KrGCTsz"" shows a 10♥.",2025-12-09T03:34:26.562Z,176525126656200
"-- ending hand #6 --",2025-12-09T03:34:24.495Z,176525126449502
"""Nate Higgers @ s9p1qZMXYl"" collected 80 from pot with Pair, A's (combination: A♣, A♥, K♥, J♠, 10♣)",2025-12-09T03:34:24.495Z,176525126449501
"""Nate Higgers @ s9p1qZMXYl"" shows a A♣, 5♥.",2025-12-09T03:34:24.495Z,176525126449500
"""failing235 @ -b3KrGCTsz"" calls 20",2025-12-09T03:34:23.677Z,176525126367700
"""Nate Higgers @ s9p1qZMXYl"" bets 20",2025-12-09T03:34:21.097Z,176525126109700
"River: J♠, K♥, 10♣, 2♥ [A♥]",2025-12-09T03:34:10.469Z,176525125046900
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:34:09.634Z,176525124963400
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:34:04.635Z,176525124463500
"Turn: J♠, K♥, 10♣ [2♥]",2025-12-09T03:34:02.863Z,176525124286300
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:34:02.014Z,176525124201400
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:33:59.230Z,176525123923000
"Flop:  [J♠, K♥, 10♣]",2025-12-09T03:33:55.731Z,176525123573100
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:33:54.917Z,176525123491700
"""failing235 @ -b3KrGCTsz"" calls 20",2025-12-09T03:33:52.335Z,176525123233500
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 20",2025-12-09T03:33:46.416Z,176525122641607
"""failing235 @ -b3KrGCTsz"" posts a small blind of 10",2025-12-09T03:33:46.416Z,176525122641606
"Your hand is A♣, 5♥",2025-12-09T03:33:46.416Z,176525122641605
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (4000) | #2 ""Nate Higgers @ s9p1qZMXYl"" (4000)",2025-12-09T03:33:46.416Z,176525122641603
"The player ""Nate Higgers @ s9p1qZMXYl"" joined the game with a stack of 4000.",2025-12-09T03:33:46.416Z,176525122641602
"The player ""failing235 @ -b3KrGCTsz"" joined the game with a stack of 4000.",2025-12-09T03:33:46.416Z,176525122641601
"-- starting hand #6 (id: wtxie3d05mjz)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:33:46.416Z,176525122641600
"The admin updated the player ""Nate Higgers @ s9p1qZMXYl"" stack from 1000 to 4000.",2025-12-09T03:33:42.307Z,176525122230701
"WARNING: the admin queued the stack change for the player ""Nate Higgers @ s9p1qZMXYl"" adding 3000 chips in the next hand.",2025-12-09T03:33:42.307Z,176525122230700
"The admin approved the player ""Nate Higgers @ s9p1qZMXYl"" participation with a stack of 1000.",2025-12-09T03:33:34.231Z,176525121423100
"The player ""Nate Higgers @ s9p1qZMXYl"" requested a seat.",2025-12-09T03:33:32.502Z,176525121250200
"The player ""Nate Higgers @ s9p1qZMXYl"" quits the game with a stack of 0.",2025-12-09T03:33:28.008Z,176525120800800
"-- ending hand #5 --",2025-12-09T03:33:22.003Z,176525120200303
"""failing235 @ -b3KrGCTsz"" collected 3980 from pot with Two Pair, 9's & 6's (combination: 9♥, 9♣, 6♣, 6♠, Q♦)",2025-12-09T03:33:22.003Z,176525120200302
"""failing235 @ -b3KrGCTsz"" shows a 9♥, 9♣.",2025-12-09T03:33:22.003Z,176525120200301
"""Nate Higgers @ s9p1qZMXYl"" shows a 8♥, K♥.",2025-12-09T03:33:22.003Z,176525120200300
"""failing235 @ -b3KrGCTsz"" calls 1340",2025-12-09T03:33:21.193Z,176525120119300
"""Nate Higgers @ s9p1qZMXYl"" bets 1340 and go all in",2025-12-09T03:32:59.265Z,176525117926500
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:32:52.472Z,176525117247200
"River: 3♥, 6♣, 4♥, Q♦ [6♠]",2025-12-09T03:32:50.296Z,176525117029600
"""failing235 @ -b3KrGCTsz"" calls 500",2025-12-09T03:32:49.489Z,176525116948900
"""Nate Higgers @ s9p1qZMXYl"" raises to 500",2025-12-09T03:32:45.404Z,176525116540400
"""failing235 @ -b3KrGCTsz"" bets 200",2025-12-09T03:32:40.665Z,176525116066500
"Turn: 3♥, 6♣, 4♥ [Q♦]",2025-12-09T03:32:38.015Z,176525115801500
"""Nate Higgers @ s9p1qZMXYl"" calls 70",2025-12-09T03:32:37.181Z,176525115718100
"""failing235 @ -b3KrGCTsz"" bets 70",2025-12-09T03:32:33.906Z,176525115390600
"Flop:  [3♥, 6♣, 4♥]",2025-12-09T03:32:28.954Z,176525114895400
"""Nate Higgers @ s9p1qZMXYl"" calls 80",2025-12-09T03:32:28.136Z,176525114813600
"""failing235 @ -b3KrGCTsz"" raises to 80",2025-12-09T03:32:26.006Z,176525114600600
"""Nate Higgers @ s9p1qZMXYl"" calls 20",2025-12-09T03:32:22.669Z,176525114266900
"""failing235 @ -b3KrGCTsz"" posts a big blind of 20",2025-12-09T03:32:19.971Z,176525113997105
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 10",2025-12-09T03:32:19.971Z,176525113997104
"Your hand is 8♥, K♥",2025-12-09T03:32:19.971Z,176525113997103
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (2010) | #2 ""Nate Higgers @ s9p1qZMXYl"" (1990)",2025-12-09T03:32:19.971Z,176525113997101
"-- starting hand #5 (id: sw1vzfsvqzyo)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:32:19.971Z,176525113997100
"Undealt cards:  [K♠, J♣, 5♥, 10♥, 2♠]",2025-12-09T03:32:14.507Z,176525113450700
"-- ending hand #4 --",2025-12-09T03:32:14.066Z,176525113406602
"""failing235 @ -b3KrGCTsz"" collected 40 from pot",2025-12-09T03:32:14.066Z,176525113406601
"Uncalled bet of 50 returned to ""failing235 @ -b3KrGCTsz""",2025-12-09T03:32:14.066Z,176525113406600
"""Nate Higgers @ s9p1qZMXYl"" folds",2025-12-09T03:32:13.259Z,176525113325900
"""failing235 @ -b3KrGCTsz"" raises to 70",2025-12-09T03:32:11.547Z,176525113154700
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 20",2025-12-09T03:32:09.314Z,176525112931406
"""failing235 @ -b3KrGCTsz"" posts a small blind of 10",2025-12-09T03:32:09.314Z,176525112931405
"Your hand is 3♠, 7♣",2025-12-09T03:32:09.314Z,176525112931404
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (1990) | #2 ""Nate Higgers @ s9p1qZMXYl"" (2010)",2025-12-09T03:32:09.314Z,176525112931402
"-- starting hand #4 (id: upvgdifcr44h)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:32:09.314Z,176525112931401
"Game Config Changes
* Rabbit Hunt: off » on
* Allow Run it Twice: no » ask players
* Restart Blind Schedule at Level: none » 1",2025-12-09T03:32:09.314Z,176525112931400
"-- ending hand #3 --",2025-12-09T03:31:56.771Z,176525111677102
"""failing235 @ -b3KrGCTsz"" collected 40 from pot",2025-12-09T03:31:56.771Z,176525111677101
"Uncalled bet of 80 returned to ""failing235 @ -b3KrGCTsz""",2025-12-09T03:31:56.771Z,176525111677100
"""Nate Higgers @ s9p1qZMXYl"" folds",2025-12-09T03:31:55.952Z,176525111595200
"""failing235 @ -b3KrGCTsz"" raises to 100",2025-12-09T03:31:54.565Z,176525111456500
"""Nate Higgers @ s9p1qZMXYl"" calls 20",2025-12-09T03:31:51.929Z,176525111192900
"""failing235 @ -b3KrGCTsz"" posts a big blind of 20",2025-12-09T03:31:43.492Z,176525110349207
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 10",2025-12-09T03:31:43.492Z,176525110349206
"Your hand is 6♣, J♠",2025-12-09T03:31:43.492Z,176525110349205
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (1970) | #2 ""Nate Higgers @ s9p1qZMXYl"" (2030)",2025-12-09T03:31:43.492Z,176525110349203
"-- starting hand #3 (id: gsmpmld6e3hl)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:31:43.492Z,176525110349202
"The admin updated the player ""failing235 @ -b3KrGCTsz"" stack from 970 to 1970.",2025-12-09T03:31:43.492Z,176525110349201
"The admin updated the player ""Nate Higgers @ s9p1qZMXYl"" stack from 1030 to 2030.",2025-12-09T03:31:43.492Z,176525110349200
"-- ending hand #2 --",2025-12-09T03:31:37.486Z,176525109748602
"""Nate Higgers @ s9p1qZMXYl"" collected 80 from pot with Two Pair, Q's & 6's (combination: Q♠, Q♦, 6♠, 6♥, 9♥)",2025-12-09T03:31:37.486Z,176525109748601
"""Nate Higgers @ s9p1qZMXYl"" shows a 6♠, 8♥.",2025-12-09T03:31:37.486Z,176525109748600
"""failing235 @ -b3KrGCTsz"" calls 20",2025-12-09T03:31:36.634Z,176525109663400
"WARNING: the admin queued the stack change for the player ""failing235 @ -b3KrGCTsz"" adding 1000 chips in the next hand.",2025-12-09T03:31:33.470Z,176525109347000
"""Nate Higgers @ s9p1qZMXYl"" bets 20",2025-12-09T03:31:31.904Z,176525109190400
"River: 3♦, Q♠, Q♦, 6♥ [9♥]",2025-12-09T03:31:26.080Z,176525108608000
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:31:25.264Z,176525108526400
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:31:24.105Z,176525108410500
"Turn: 3♦, Q♠, Q♦ [6♥]",2025-12-09T03:31:20.922Z,176525108092200
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:31:20.089Z,176525108008900
"WARNING: the admin queued the stack change for the player ""Nate Higgers @ s9p1qZMXYl"" adding 1000 chips in the next hand.",2025-12-09T03:31:13.816Z,176525107381600
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:31:12.004Z,176525107200400
"Flop:  [3♦, Q♠, Q♦]",2025-12-09T03:31:07.850Z,176525106785000
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:31:07.039Z,176525106703900
"""failing235 @ -b3KrGCTsz"" calls 20",2025-12-09T03:31:01.382Z,176525106138200
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 20",2025-12-09T03:30:56.640Z,176525105664005
"""failing235 @ -b3KrGCTsz"" posts a small blind of 10",2025-12-09T03:30:56.640Z,176525105664004
"Your hand is 6♠, 8♥",2025-12-09T03:30:56.640Z,176525105664003
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (1010) | #2 ""Nate Higgers @ s9p1qZMXYl"" (990)",2025-12-09T03:30:56.640Z,176525105664001
